選手名,チーム,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,完投,完封,year,沢村賞
齊藤　信介,中日,3,18,2,1,0,3,0.667,55,12,10,2,9,1,13,6,4,1.58,5.62,0,0,2009,0
吉野　誠,オリックス,7.5,12,0,1,0,0,0,57,12,14,1,8,3,8,13,10,1.83,5.62,0,0,2009,0
鎌田　祐哉,ヤクルト,5.25,9,0,1,0,1,0,47,12,8,2,4,0,10,7,7,1,4.37,0,0,2009,0
山本　淳,西武,6.94,12,0,1,0,0,0,59,11.2,16,0,10,0,6,9,9,2.23,4.66,0,0,2009,0
バレット,ヤクルト,7.15,7,0,1,0,1,0,61,11.1,16,1,10,2,5,10,9,2.29,6.3,0,0,2009,0
高木　晃次,ロッテ,5.73,16,0,0,0,1,0,53,11,15,1,5,2,5,7,7,1.82,5.3,0,0,2009,0
森福　允彦,ソフトバンク,4.91,13,0,0,0,2,0,49,11,12,1,3,1,11,7,6,1.36,3.39,0,0,2009,0
加藤　武治,横浜,5.73,9,0,1,0,0,0,53,11,15,2,5,0,11,7,7,1.82,4.3,0,0,2009,0
土肥　義弘,西武,5.06,12,0,1,0,3,0,44,10.2,10,0,0,2,7,7,6,0.94,2.37,0,0,2009,0
小山田　保裕,横浜,7.2,7,0,1,0,0,0,50,10,14,1,5,1,6,10,8,1.9,5.02,0,0,2009,0
石川　俊介,阪神,7.2,3,0,1,0,0,0,47,10,12,1,4,0,11,8,8,1.6,3.42,0,0,2009,0
大島　崇行,広島,12.1,7,0,0,0,0,0,47,9.2,15,4,1,1,9,14,13,1.66,7.26,0,0,2009,0
陽　耀勲,ソフトバンク,6.52,4,0,0,0,0,0,48,9.2,12,0,6,2,10,10,7,1.86,3.53,0,0,2009,0
高市　俊,ヤクルト,9.64,3,0,1,0,0,0,45,9.1,14,2,4,0,5,10,10,1.93,6.12,0,0,2009,0
ドーマン,広島,17.28,9,0,0,0,0,0,47,8.1,14,1,7,3,4,16,16,2.52,7.32,0,0,2009,0
光原　逸裕,オリックス,7.56,3,1,2,0,0,0.333,37,8.1,7,1,4,1,3,7,7,1.32,5.76,0,0,2009,0
高宮　和也,横浜,4.5,11,0,1,0,2,0,36,8,9,3,5,0,6,4,4,1.75,8,0,0,2009,0
松本　輝,楽天,3.38,7,0,0,0,0,0,36,8,8,0,4,1,3,3,3,1.5,4.25,0,0,2009,0
本柳　和也,オリックス,16.88,6,0,2,0,1,0,41,8,14,2,5,0,2,15,15,2.38,7.75,0,0,2009,0
鴨志田　貴司,オリックス,10.13,6,0,0,0,0,0,42,8,15,2,7,0,7,9,9,2.75,7.25,0,0,2009,0
西村　憲,阪神,5.63,6,0,0,0,0,0,36,8,7,1,3,1,8,6,5,1.25,4.25,0,0,2009,0
丸山　貴史,ヤクルト,7.04,9,0,0,0,2,0,36,7.2,6,1,8,0,6,6,6,1.83,6.38,0,0,2009,0
上野　弘文,広島,7.04,8,0,0,0,0,0,36,7.2,13,1,1,0,3,6,6,1.83,4.42,0,0,2009,0
吉川　昌宏,ヤクルト,3.52,8,0,0,0,1,0,30,7.2,6,2,0,2,8,3,3,0.78,5.21,0,0,2009,0
金澤　健人,オリックス,4.7,5,0,0,0,0,0,36,7.2,10,2,3,1,5,4,4,1.7,6.77,0,0,2009,0
那須野　巧,横浜,11.57,12,0,0,0,2,0,34,7,9,1,5,0,5,9,9,2,5.69,0,0,2009,0
西川　雅人,オリックス,6.43,5,0,1,0,0,0,32,7,8,1,3,0,4,5,5,1.57,5.12,0,0,2009,0
甲藤　啓介,ソフトバンク,2.7,6,0,0,0,0,0,28,6.2,5,1,1,1,4,3,2,0.9,4.77,0,0,2009,0
栂野　雅史,巨人,4.05,5,0,0,0,0,0,25,6.2,4,1,3,0,4,3,3,1.05,5.22,0,0,2009,0
菊地　正法,中日,4.5,6,0,0,0,0,0,25,6,6,0,2,0,6,3,3,1.33,2.12,0,0,2009,0
牛田　成樹,横浜,10.5,4,0,0,0,0,0,32,6,9,1,2,2,10,8,7,1.83,3.95,0,0,2009,0
山岸　穣,西武,9,4,0,0,0,0,0,30,6,10,0,3,0,5,6,6,2.17,2.95,0,0,2009,0
小嶋　達也,阪神,0,1,0,0,0,0,0,22,6,3,0,2,0,2,1,0,0.83,3.45,0,0,2009,0
小杉　陽太,横浜,3,1,0,1,0,0,0,26,6,5,2,3,0,6,2,2,1.33,6.95,0,0,2009,0
山本　斉,ヤクルト,4.5,1,0,0,0,0,0,25,6,5,1,2,0,3,3,3,1.17,5.29,0,0,2009,0
上園　啓史,阪神,4.76,1,0,0,0,0,0,27,5.2,8,1,3,0,2,3,3,1.94,6.3,0,0,2009,0
古谷　拓哉,ロッテ,11.81,4,0,0,0,0,0,29,5.1,8,0,4,2,3,7,7,2.25,4.81,0,0,2009,0
金刃　憲人,巨人,3.6,6,1,0,0,0,1,20,5,4,0,1,1,3,2,2,1,3.12,0,0,2009,0
グラマン,西武,5.4,6,0,2,3,0,0,22,5,6,1,2,0,1,3,3,1.6,5.32,0,0,2009,0
杉山　直久,阪神,5.4,2,0,1,0,0,0,23,5,8,2,1,1,1,3,3,1.8,9.12,0,0,2009,0
辛島　航,楽天,9,2,0,0,0,0,0,25,5,10,0,1,0,2,5,5,2.2,2.92,0,0,2009,0
増渕　竜義,ヤクルト,12.6,1,0,1,0,0,0,27,5,8,1,6,0,4,7,7,2.8,7.72,0,0,2009,0
清水　昭信,中日,3.86,8,0,1,0,1,0,24,4.2,3,0,6,1,4,2,2,1.93,5.26,0,0,2009,0
鈴木　義広,中日,1.93,6,0,0,0,0,0,23,4.2,4,0,2,2,2,1,1,1.29,4.83,0,0,2009,0
長峰　昌司,中日,7.71,6,1,2,0,0,0.333,21,4.2,4,0,3,0,5,4,4,1.5,2.26,0,0,2009,0
根本　朋久,ロッテ,4.15,4,1,0,0,0,1,21,4.1,7,0,1,0,2,2,2,1.85,2.2,0,0,2009,0
長田　秀一郎,西武,12.46,4,0,0,0,0,0,26,4.1,10,1,2,1,4,6,6,2.77,6.35,0,0,2009,0
チルダース,楽天,10.38,3,0,0,0,0,0,22,4.1,8,1,2,0,2,5,5,2.31,6.58,0,0,2009,0
中里　篤史,中日,6.23,2,0,0,0,0,0,21,4.1,6,0,1,0,4,3,3,1.62,1.97,0,0,2009,0
岩嵜　翔,ソフトバンク,6.23,1,0,1,0,0,0,19,4.1,7,0,1,0,1,5,3,1.85,3.35,0,0,2009,0
深田　拓也,巨人,9,8,0,0,0,0,0,17,4,4,1,1,1,4,4,4,1.25,5.87,0,0,2009,0
古川　祐樹,巨人,4.5,6,0,0,0,0,0,18,4,5,0,2,0,0,2,2,1.75,4.62,0,0,2009,0
佐藤　賢,ヤクルト,4.5,3,0,0,0,1,0,14,4,3,0,0,1,5,2,2,0.75,1.37,0,0,2009,0
柳瀬　明宏,ソフトバンク,18,3,0,0,0,0,0,25,4,10,1,3,1,2,9,8,3.25,8.37,0,0,2009,0
西　勇輝,オリックス,0,3,0,0,0,0,0,13,4,0,0,1,0,2,0,0,0.25,2.87,0,0,2009,0
谷中　真二,西武,13.5,2,0,0,0,0,0,25,4,11,1,2,0,1,6,6,3.25,7.37,0,0,2009,0
渡邉　恒樹,楽天,14.73,4,0,0,0,1,0,23,3.2,11,2,0,1,1,6,6,3,10.48,0,0,2009,0
武隈　祥太,西武,7.36,1,0,0,0,0,0,17,3.2,4,0,2,0,3,3,3,1.64,3.12,0,0,2009,0
植村　祐介,日本ハム,15,1,0,0,0,0,0,20,3,7,1,4,0,2,5,5,3.67,10.12,0,0,2009,0
松本　幸大,ロッテ,30.38,6,0,1,0,1,0,21,2.2,10,1,3,1,1,9,9,4.88,11.75,0,0,2009,0
木佐貫　洋,巨人,10.13,1,0,0,0,0,0,12,2.2,4,2,0,0,2,3,3,1.5,11.37,0,0,2009,0
花田　真人,ヤクルト,7.71,3,0,0,0,0,0,10,2.1,3,1,0,0,3,2,2,1.29,6.12,0,0,2009,0
山本　一徳,日本ハム,7.71,3,0,0,0,0,0,10,2.1,2,1,1,0,3,2,2,1.29,7.41,0,0,2009,0
久保田　智之,阪神,15.43,1,0,1,0,0,0,15,2.1,7,0,2,0,3,4,4,3.86,3.12,0,0,2009,0
橋本　健太郎,ロッテ,9,2,0,0,0,0,0,10,2,3,1,1,0,1,2,2,2,10.12,0,0,2009,0
阿斗里,横浜,4.5,1,0,0,0,0,0,11,2,2,0,2,0,1,1,1,2,5.12,0,0,2009,0
正津　英志,西武,37.8,3,0,1,0,1,0,13,1.2,4,0,4,0,1,7,7,4.8,9.12,0,0,2009,0
森　跳二,広島,16.2,3,1,0,0,0,1,12,1.2,6,0,0,1,0,5,3,3.6,4.92,0,0,2009,0
藤田　太陽,阪神,6.75,2,0,0,0,0,0,9,1.1,4,0,1,0,1,1,1,3.75,3.87,0,0,2009,0
松崎　伸吾,楽天,6.75,2,0,0,0,0,0,7,1.1,2,1,1,0,3,1,1,2.25,10.62,0,0,2009,0
山内　壮馬,中日,13.5,1,0,0,0,0,0,7,1.1,3,0,0,0,0,2,2,2.25,3.12,0,0,2009,0
小林　賢司,オリックス,0,2,0,0,0,0,0,6,1,1,0,2,0,1,0,0,3,7.12,0,0,2009,0
宮田　和希,西武,27,2,0,0,0,0,0,10,1,4,0,3,0,2,3,3,7,8.12,0,0,2009,0
山村　宏樹,楽天,0,1,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1,6.12,0,0,2009,0
伊藤　準規,中日,0,1,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,4.12,0,0,2009,0
巽　真悟,ソフトバンク,9,1,0,0,0,0,0,5,1,1,1,1,0,1,1,1,2,17.12,0,0,2009,0
岡本　秀寛,ヤクルト,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,1.12,0,0,2009,0
西崎　聡,ヤクルト,0,1,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,1.12,0,0,2009,0
高井　雄平,ヤクルト,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,3.12,0,0,2009,0
鶴　直人,阪神,0,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,2,6.12,0,0,2009,0
金村　大裕,阪神,0,1,0,0,0,0,0,5,1,0,0,2,0,1,0,0,2,7.12,0,0,2009,0
金　無英,ソフトバンク,9,1,0,0,0,0,0,5,1,1,0,1,0,1,1,1,2,4.12,0,0,2009,0
仁藤　拓馬,オリックス,18,1,0,0,0,0,0,6,1,3,0,0,0,0,2,2,3,3.12,0,0,2009,0
伊藤　剛,日本ハム,0,1,0,0,0,0,0,1,0.1,0,0,0,0,1,0,0,0,-2.88,0,0,2009,0
コズロースキー,広島,54,1,0,0,0,0,0,5,0.1,3,0,0,1,0,3,2,9,12.12,0,0,2009,0
小椋　真介,ソフトバンク,-,1,0,0,0,0,0,5,0,2,0,3,0,0,2,2,-,-,0,0,2009,0
加藤　幹典,ヤクルト,-,1,0,0,0,0,0,5,0,5,1,0,0,0,5,5,-,-,0,0,2009,0
赤川　克紀,ヤクルト,-,1,0,0,0,0,0,4,0,3,1,1,0,0,3,3,-,-,0,0,2009,0
前田　健太,広島,2.21,28,15,8,0,0,0.652,848,215.2,166,15,46,7,174,55,53,0.98,3.11,6,2,2010,1
金子　千尋,オリックス,3.3,30,17,8,0,1,0.68,831,204.1,184,17,44,3,190,85,75,1.12,3.02,7,6,2010,0
成瀬　善久,ロッテ,3.31,28,13,11,0,0,0.542,817,203.2,173,29,34,4,192,78,75,1.02,3.62,7,1,2010,0
久保　康友,阪神,3.25,29,14,5,0,0,0.737,819,202.1,183,22,45,12,158,75,73,1.13,3.74,4,1,2010,0
ダルビッシュ　有,日本ハム,1.78,26,12,8,0,0,0.6,805,202,158,5,47,7,222,48,40,1.01,2.05,10,2,2010,0
岩隈　久志,楽天,2.82,28,10,9,0,0,0.526,821,201,184,11,36,12,153,68,63,1.09,3.01,4,1,2010,0
涌井　秀章,西武,3.67,27,14,8,0,0,0.636,828,196.1,191,21,54,9,154,85,80,1.25,3.84,6,2,2010,0
チェン,中日,2.87,29,13,10,0,1,0.565,773,188,166,21,49,8,153,63,60,1.14,3.82,3,2,2010,0
石川　雅規,ヤクルト,3.53,28,13,8,0,0,0.619,783,186.1,209,20,27,7,98,81,73,1.27,3.99,2,1,2010,0
永井　怜,楽天,3.74,27,10,10,0,0,0.5,779,182.2,173,20,69,3,125,82,76,1.32,4.36,4,1,2010,0
杉内　俊哉,ソフトバンク,3.55,27,16,7,0,0,0.696,779,182.2,169,12,60,8,218,75,72,1.25,2.69,5,5,2010,0
村中　恭兵,ヤクルト,3.44,28,11,10,0,0,0.524,765,178,176,15,69,8,163,79,68,1.38,3.66,0,0,2010,0
木佐貫　洋,オリックス,3.98,28,10,12,0,0,0.455,767,174.1,174,9,71,13,140,85,77,1.41,3.63,4,1,2010,0
和田　毅,ソフトバンク,3.14,26,17,8,0,0,0.68,696,169.1,145,11,55,1,169,59,59,1.18,2.96,1,0,2010,0
武田　勝,日本ハム,2.41,26,14,7,0,0,0.667,661,168.1,161,12,19,1,106,47,45,1.07,3.13,3,1,2010,0
由規,ヤクルト,3.6,25,12,9,0,0,0.571,724,167.2,158,11,74,8,149,78,67,1.38,3.59,2,1,2010,0
帆足　和幸,西武,3.69,27,11,8,0,0,0.579,692,163.1,173,13,35,12,104,72,67,1.27,3.73,1,1,2010,0
ケッペル,日本ハム,3.35,25,12,8,0,0,0.6,669,158.2,156,10,53,9,85,67,59,1.32,4.02,2,1,2010,0
東野　峻,巨人,3.27,27,13,8,0,0,0.619,673,157,152,11,55,9,140,64,57,1.32,3.45,1,1,2010,0
吉見　一起,中日,3.5,25,12,9,0,0,0.571,659,156.2,159,19,25,5,115,67,61,1.17,3.73,1,1,2010,0
清水　直行,横浜,5.4,26,10,11,0,0,0.476,699,155,203,26,39,8,105,98,93,1.56,4.84,1,1,2010,0
田中　将大,楽天,2.5,20,11,6,0,0,0.647,643,155,159,9,32,5,119,47,43,1.23,3.04,8,1,2010,0
ラズナー,楽天,4.48,26,5,11,0,0,0.313,669,152.2,154,13,58,9,118,83,76,1.39,3.98,1,0,2010,0
渡辺　俊介,ロッテ,4.49,26,8,8,0,0,0.5,651,148.1,171,10,45,7,63,77,74,1.46,4.2,3,0,2010,0
内海　哲也,巨人,4.38,27,11,8,0,0,0.579,636,148,168,14,32,4,121,84,72,1.35,3.38,2,1,2010,0
館山　昌平,ヤクルト,2.93,21,12,7,0,0,0.632,607,147.2,147,17,24,4,112,55,48,1.16,3.63,4,4,2010,0
加賀　繁,横浜,3.66,27,3,12,0,1,0.2,620,145,165,15,28,7,83,67,59,1.33,3.98,0,0,2010,0
マーフィー,ロッテ,3.75,38,12,6,0,5,0.667,627,144,127,9,84,3,125,61,60,1.47,4.01,1,0,2010,0
近藤　一樹,オリックス,4.35,24,5,10,0,0,0.333,620,142.2,151,16,49,7,133,79,69,1.4,3.87,1,0,2010,0
ゴンザレス,巨人,5.29,25,5,13,0,0,0.278,585,132.2,161,12,32,11,88,80,78,1.45,3.92,0,0,2010,0
スタンリッジ,阪神,3.49,23,11,5,0,0,0.688,530,126.1,121,6,37,13,98,55,49,1.25,3.35,2,1,2010,0
スタルツ,広島,5.07,21,6,10,0,0,0.375,560,124.1,149,23,46,3,87,74,70,1.57,5.28,0,0,2010,0
藤井　秀悟,巨人,3.76,23,7,3,0,0,0.7,501,122,107,16,34,6,91,53,51,1.16,4.27,0,0,2010,0
大家　友和,横浜,4.59,22,7,9,0,0,0.438,525,121.2,145,16,22,3,62,72,62,1.37,4.4,1,0,2010,0
許　銘傑,西武,4.55,22,6,9,0,0,0.4,529,120.2,150,13,28,2,62,75,61,1.48,4.24,1,0,2010,0
ジオ,広島,4.07,20,8,8,0,0,0.5,501,119.1,110,14,37,7,97,60,54,1.23,4.13,1,0,2010,0
中田　賢一,中日,2.9,19,7,4,0,0,0.636,491,118,99,9,41,4,105,43,38,1.19,3.43,4,2,2010,0
岸　孝之,西武,3.25,19,10,6,1,0,0.625,460,113.2,100,9,26,5,110,41,41,1.11,3.01,3,2,2010,0
大隣　憲司,ソフトバンク,4.31,20,4,9,0,0,0.308,482,110.2,116,12,43,1,91,57,53,1.44,4.08,0,0,2010,0
山井　大介,中日,3.75,19,7,4,0,1,0.636,464,110.1,105,10,39,5,84,49,46,1.31,3.92,1,1,2010,0
篠田　純平,広島,4.47,34,6,6,0,4,0.5,478,108.2,119,13,44,4,58,56,54,1.5,4.85,0,0,2010,0
中澤　雅人,ヤクルト,5.68,23,7,9,0,0,0.438,483,107.2,130,23,40,2,62,76,68,1.58,5.89,2,1,2010,0
山本　省吾,オリックス,5.47,23,8,10,0,1,0.444,478,107,143,19,20,8,79,71,65,1.52,4.74,0,0,2010,0
岸田　護,オリックス,3.27,57,6,5,12,11,0.545,440,104.2,107,6,24,1,96,42,38,1.25,2.69,2,0,2010,0
石井　一久,西武,3.7,18,9,6,0,0,0.6,453,104.2,105,10,34,2,93,50,43,1.33,3.62,1,0,2010,0
小椋　真介,ソフトバンク,5.29,24,4,8,0,0,0.333,468,102,98,14,67,3,113,65,60,1.62,4.72,0,0,2010,0
齊藤　悠葵,広島,5.58,23,4,7,0,1,0.364,459,100,135,13,37,3,49,63,62,1.72,4.97,2,0,2010,0
下柳　剛,阪神,4.32,19,7,8,0,0,0.467,441,100,110,13,33,6,58,54,48,1.43,4.73,0,0,2010,0
久保　裕也,巨人,2.77,79,8,1,1,32,0.889,376,91,72,8,23,7,96,28,28,1.04,3.01,0,0,2010,0
ランドルフ,横浜,4.25,16,2,9,0,0,0.182,391,91,77,9,52,3,83,46,43,1.42,4.36,0,0,2010,0
山口　鉄也,巨人,3.05,73,8,3,5,20,0.727,364,88.2,80,10,16,8,85,33,30,1.08,3.45,0,0,2010,0
吉見　祐治,ロッテ,5.18,21,6,7,0,0,0.462,409,88.2,111,10,30,5,76,55,51,1.59,4.02,1,1,2010,0
小松　聖,オリックス,4.77,29,5,8,0,2,0.385,381,83,107,10,27,4,58,47,44,1.61,4.3,1,0,2010,0
攝津　正,ソフトバンク,2.3,71,4,3,1,38,0.571,315,82.1,52,3,21,5,89,23,21,0.89,2.31,0,0,2010,0
久保田　智之,阪神,3.2,71,6,3,0,28,0.667,329,81.2,72,11,17,0,68,37,29,1.09,3.79,0,0,2010,0
平野　佳寿,オリックス,1.67,63,7,2,2,32,0.778,334,80.2,67,4,28,1,101,19,15,1.18,2.3,0,0,2010,0
浅尾　拓也,中日,1.68,72,12,3,1,47,0.8,307,80.1,60,4,10,1,75,16,15,0.87,2.31,0,0,2010,0
メッセンジャー,阪神,4.93,26,5,6,0,1,0.455,350,80.1,88,10,31,1,48,49,44,1.48,4.59,0,0,2010,0
三浦　大輔,横浜,7.23,16,3,8,0,0,0.273,365,79.2,108,12,23,4,58,67,64,1.64,4.53,0,0,2010,0
バーネット,ヤクルト,5.99,16,4,5,0,0,0.444,376,79.2,99,9,41,4,70,55,53,1.76,4.49,0,0,2010,0
ホールトン,ソフトバンク,5.7,16,8,6,0,0,0.571,349,79,97,11,25,1,69,52,50,1.54,4.17,0,0,2010,0
鶴　直人,阪神,3.77,21,2,4,0,0,0.333,337,76.1,76,7,30,5,46,36,32,1.39,4.36,0,0,2010,0
甲藤　啓介,ソフトバンク,2.96,65,2,0,0,15,1,324,76,66,3,23,9,74,29,25,1.17,2.83,0,0,2010,0
渡辺　亮,阪神,2.65,61,2,2,0,8,0.5,311,74.2,57,4,36,2,53,29,22,1.25,3.64,0,0,2010,0
西村　健太朗,巨人,4.52,14,4,5,0,0,0.444,325,73.2,85,10,18,6,38,45,37,1.4,4.83,0,0,2010,0
唐川　侑己,ロッテ,2.71,11,6,3,0,0,0.667,306,73,69,3,20,4,51,24,22,1.22,3.24,2,1,2010,0
榊原　諒,日本ハム,2.63,39,10,1,0,6,0.909,275,72,60,3,11,0,54,22,21,0.99,2.62,0,0,2010,0
松岡　健一,ヤクルト,2.64,73,3,4,3,34,0.429,295,71.2,64,9,11,3,69,29,21,1.05,3.37,0,0,2010,0
西村　憲,阪神,3.89,65,7,3,0,14,0.7,296,71.2,72,11,13,3,71,33,31,1.19,3.72,0,0,2010,0
大嶺　祐太,ロッテ,5.17,13,3,6,0,0,0.333,320,71.1,78,12,34,3,52,48,41,1.57,5.41,2,1,2010,0
真田　裕貴,横浜,3.88,62,3,8,0,16,0.273,303,69.2,72,10,21,7,41,33,30,1.33,4.84,0,0,2010,0
山口　俊,横浜,2.62,54,2,8,30,2,0.2,282,68.2,57,6,24,1,78,20,20,1.18,2.86,0,0,2010,0
野上　亮磨,西武,5.14,27,2,2,0,1,0.5,319,68.1,92,9,23,4,40,40,39,1.68,4.8,0,0,2010,0
ネルソン,中日,3.16,15,4,3,0,0,0.571,293,68.1,65,7,37,5,38,24,24,1.49,5.1,2,1,2010,0
川井　貴志,楽天,4.59,17,3,7,0,0,0.3,306,66.2,81,7,28,2,28,39,34,1.64,4.95,0,0,2010,0
薮田　安彦,ロッテ,3.15,63,2,5,1,28,0.286,277,65.2,59,9,22,3,57,26,23,1.23,4.31,0,0,2010,0
平野　将光,西武,4.39,11,4,4,0,0,0.5,275,65.2,71,11,14,3,34,32,32,1.29,5.04,1,1,2010,0
長田　秀一郎,西武,3.31,56,5,3,0,17,0.625,275,65.1,55,4,24,4,61,27,24,1.21,3.29,0,0,2010,0
青木　高広,広島,6.75,19,1,6,0,2,0.143,305,65.1,102,8,12,4,45,51,49,1.74,4.07,1,1,2010,0
伊藤　義弘,ロッテ,3.48,65,1,2,1,30,0.333,272,64.2,55,2,26,2,65,27,25,1.25,2.81,0,0,2010,0
清水　昭信,中日,4.55,44,1,1,0,8,0.5,279,63.1,53,5,30,7,56,32,32,1.31,4.08,0,0,2010,0
シコースキー,西武,2.57,58,2,5,33,5,0.286,255,63,50,7,19,1,48,18,18,1.1,3.99,0,0,2010,0
藤川　球児,阪神,2.01,58,3,4,28,5,0.429,257,62.2,47,7,20,5,81,14,14,1.07,3.09,0,0,2010,0
片山　博視,楽天,1.88,53,1,2,0,10,0.333,255,62.1,45,3,26,2,59,15,13,1.14,3.1,0,0,2010,0
ウルフ,日本ハム,3.03,42,4,3,3,8,0.571,255,62.1,66,5,13,3,24,24,21,1.27,4.11,0,0,2010,0
能見　篤史,阪神,2.6,12,8,0,0,0,1,267,62.1,63,3,13,5,57,23,18,1.22,2.69,0,0,2010,0
ファルケンボーグ,ソフトバンク,1.02,60,3,2,1,39,0.6,230,62,39,0,8,0,83,10,7,0.76,0.83,0,0,2010,0
高橋　聡文,中日,1.61,63,4,1,0,31,0.8,250,61.1,44,3,24,2,62,15,11,1.11,3.01,0,0,2010,0
押本　健彦,ヤクルト,2.66,61,3,4,0,16,0.429,250,61,59,6,12,2,56,22,18,1.16,3.25,0,0,2010,0
小林宏,ロッテ,2.21,57,3,3,29,5,0.5,249,61,51,2,14,3,53,17,15,1.07,2.6,0,0,2010,0
馬原　孝浩,ソフトバンク,1.63,53,5,2,32,2,0.714,246,60.2,54,1,12,1,49,12,11,1.09,2.36,0,0,2010,0
上園　啓史,阪神,4.75,25,3,4,0,0,0.429,265,60.2,60,8,27,1,39,36,32,1.43,4.88,0,0,2010,0
増渕　竜義,ヤクルト,2.69,57,2,3,0,20,0.4,259,60.1,46,5,36,1,50,22,18,1.36,4.33,0,0,2010,0
岸本　秀樹,広島,5.97,51,1,2,0,10,0.333,286,60.1,86,6,21,5,45,44,40,1.77,4.21,0,0,2010,0
増井　浩俊,日本ハム,4.35,13,3,4,0,0,0.429,274,60,62,9,31,4,34,31,29,1.55,5.69,0,0,2010,0
小山　伸一郎,楽天,2.41,55,5,4,11,15,0.556,249,59.2,49,5,23,3,54,18,16,1.21,3.56,0,0,2010,0
小野　晋吾,ロッテ,3.97,27,5,4,0,8,0.556,262,59,62,3,22,8,37,30,26,1.42,4,0,0,2010,0
山田　大樹,ソフトバンク,4.6,13,4,4,0,0,0.5,266,58.2,59,6,33,7,44,33,30,1.57,5,0,0,2010,0
西口　文也,西武,5.49,13,3,2,0,0,0.6,261,57.1,65,8,27,2,43,36,35,1.6,4.95,0,0,2010,0
香月　良太,オリックス,3.02,46,3,1,1,4,0.75,243,56.2,60,3,14,4,35,22,19,1.31,3.53,0,0,2010,0
フォッサム,阪神,5.72,12,2,5,0,0,0.286,258,56.2,65,9,24,5,48,37,36,1.57,4.97,0,0,2010,0
越智　大祐,巨人,3.2,59,4,4,5,21,0.5,239,56.1,52,6,23,2,49,22,20,1.33,4.04,0,0,2010,0
武田　久,日本ハム,3.83,58,1,5,19,4,0.167,241,56.1,63,5,16,5,37,28,24,1.4,3.92,0,0,2010,0
大島　崇行,広島,5.14,53,1,5,3,9,0.167,252,56,61,7,21,6,46,33,32,1.46,4.5,0,0,2010,0
古谷　拓哉,ロッテ,2.91,58,3,0,0,11,1,245,55.2,48,4,30,2,52,19,18,1.4,3.91,0,0,2010,0
林　昌勇,ヤクルト,1.46,53,1,2,35,6,0.333,214,55.2,32,3,16,2,53,9,9,0.86,2.83,0,0,2010,0
建山　義紀,日本ハム,1.8,58,1,2,4,25,0.333,218,55,43,3,11,2,59,11,11,0.98,2.39,0,0,2010,0
藤岡　好明,ソフトバンク,4.5,32,1,2,0,1,0.333,236,54,56,1,21,3,57,29,27,1.43,2.58,0,0,2010,0
寺原　早人,横浜,3.67,20,4,3,0,0,0.571,237,54,54,5,24,1,42,25,22,1.44,4.1,0,0,2010,0
江尻　慎太郎,横浜,4.22,54,1,2,0,13,0.333,236,53.1,57,4,16,6,33,32,25,1.37,4.1,0,0,2010,0
木田　優夫,日本ハム,4.78,21,5,2,0,3,0.714,235,52.2,63,7,23,3,30,28,28,1.63,5.19,0,0,2010,0
青山　浩二,楽天,1.72,41,5,1,1,15,0.833,217,52.1,48,2,14,0,63,13,10,1.18,2.01,0,0,2010,0
牛田　成樹,横浜,1.21,41,2,1,0,23,0.667,213,52,28,4,28,1,69,9,7,1.08,3.08,0,0,2010,0
安藤　優也,阪神,7.27,19,2,3,0,0,0.4,246,52,78,9,14,0,31,45,42,1.77,4.93,0,0,2010,0
中山　慎也,オリックス,3.83,11,3,3,0,0,0.5,219,51.2,55,3,14,1,40,23,22,1.34,3.2,1,0,2010,0
クルーン,巨人,4.26,52,4,3,25,5,0.571,216,50.2,35,5,29,0,73,25,24,1.26,3.24,0,0,2010,0
川岸　強,楽天,6.12,49,2,5,13,4,0.286,230,50,67,8,18,3,46,35,34,1.7,4.44,0,0,2010,0
横山　竜士,広島,1.62,46,3,2,11,8,0.6,206,50,37,3,17,3,48,12,9,1.08,3.12,0,0,2010,0
朝井　秀樹,巨人,2.01,10,4,1,0,1,0.8,191,49.1,39,2,9,0,35,15,11,0.97,2.78,0,0,2010,0
平井　正史,中日,2.2,46,2,1,0,5,0.667,203,49,40,5,16,3,29,12,12,1.14,4.24,0,0,2010,0
森福　允彦,ソフトバンク,2.59,36,3,1,0,5,0.75,188,48.2,34,5,10,3,45,17,14,0.9,3.35,0,0,2010,0
オビスポ,巨人,5.21,14,2,3,0,1,0.4,223,48.1,60,9,18,7,22,33,28,1.61,6.12,0,0,2010,0
岩瀬　仁紀,中日,2.25,54,1,3,42,3,0.25,202,48,47,1,13,2,41,12,12,1.25,2.56,0,0,2010,0
宮西　尚生,日本ハム,1.7,61,2,1,1,23,0.667,181,47.2,29,1,9,4,49,9,9,0.8,2.15,0,0,2010,0
山本昌,中日,3.21,8,5,1,0,0,0.833,205,47.2,55,4,12,3,28,20,17,1.41,3.92,1,1,2010,0
阿斗里,横浜,6.51,16,0,7,0,0,0,214,47,56,10,16,4,28,37,34,1.53,5.91,0,0,2010,0
